Media Link,Referencing File,Line Number
https://kurifturesorts.com/_nuxt/img/gallery2.e8d5a67.webp,src/Data/resort.tsx,187
https://example.com/images/kuriftu-awash-1.jpg,src/Data/resort.tsx,193
https://example.com/images/kuriftu-awash-2.jpg,src/Data/resort.tsx,194
https://kurifturesorts.com/_nuxt/img/4.61f4fcb.jpg,src/Data/resort.tsx,204
https://kurifturesorts.com/_nuxt/img/9.e53335f.jpg,src/Data/resort.tsx,204
https://kurifturesorts.com/_nuxt/img/barber.68d5290.webp,src/Data/resort.tsx,207
https://kurifturesorts.com/_nuxt/img/suana.9596bdf.webp,src/Data/resort.tsx,208
https://kurifturesorts.com/_nuxt/img/Facial.2854687.webp,src/Data/resort.tsx,209
https://kurifturesorts.com/_nuxt/img/HairSalon.e3a2306.webp,src/Data/resort.tsx,210
https://kurifturesorts.com/_nuxt/img/Wax.59c254e.webp,src/Data/resort.tsx,211
https://kurifturesorts.com/_nuxt/img/1.6aae899.jpg,src/Data/resort.tsx,212
https://kurifturesorts.com/_nuxt/img/3.58428a8.jpg,src/Data/resort.tsx,213
https://kurifturesorts.com/_nuxt/img/6.e70b338.jpg,src/Data/resort.tsx,214
https://kurifturesorts.com/_nuxt/img/12.fb4ab8d.jpg,src/Data/resort.tsx,215
https://kurifturesorts.com/_nuxt/img/11.5e9cf78.jpg,src/Data/resort.tsx,216
https://kurifturesorts.com/_nuxt/img/13.e4fe5a9.jpg,src/Data/resort.tsx,217
https://kurifturesorts.com/_nuxt/img/16.e0133a8.jpg,src/Data/resort.tsx,218
https://kurifturesorts.com/_nuxt/img/22.c9aa940.jpg,src/Data/resort.tsx,219
https://kurifturesorts.com/_nuxt/img/HairSalon1.4c3bc26.webp,src/Data/resort.tsx,225
https://kurifturesorts.com/_nuxt/img/suana.9596bdf.webp,src/Data/resort.tsx,230
https://kurifturesorts.com/_nuxt/img/21.6b04da9.jpg,src/Data/resort.tsx,235
https://example.com/images/kuriftu-bishoftu.jpg,src/Data/resort.tsx,243
https://example.com/images/kuriftu-bishoftu-1.jpg,src/Data/resort.tsx,249
https://example.com/images/kuriftu-bishoftu-2.jpg,src/Data/resort.tsx,250
https://kurifturesorts.com/_nuxt/img/4.61f4fcb.jpg,src/Data/resort.tsx,260
https://kurifturesorts.com/_nuxt/img/9.e53335f.jpg,src/Data/resort.tsx,260
https://kurifturesorts.com/_nuxt/img/barber.68d5290.webp,src/Data/resort.tsx,263
https://kurifturesorts.com/_nuxt/img/suana.9596bdf.webp,src/Data/resort.tsx,264
https://kurifturesorts.com/_nuxt/img/Facial.2854687.webp,src/Data/resort.tsx,265
https://kurifturesorts.com/_nuxt/img/HairSalon.e3a2306.webp,src/Data/resort.tsx,266
https://kurifturesorts.com/_nuxt/img/Wax.59c254e.webp,src/Data/resort.tsx,267
https://kurifturesorts.com/_nuxt/img/1.6aae899.jpg,src/Data/resort.tsx,268
https://kurifturesorts.com/_nuxt/img/3.58428a8.jpg,src/Data/resort.tsx,269
https://kurifturesorts.com/_nuxt/img/6.e70b338.jpg,src/Data/resort.tsx,270
https://kurifturesorts.com/_nuxt/img/12.fb4ab8d.jpg,src/Data/resort.tsx,271
https://kurifturesorts.com/_nuxt/img/11.5e9cf78.jpg,src/Data/resort.tsx,272
https://kurifturesorts.com/_nuxt/img/13.e4fe5a9.jpg,src/Data/resort.tsx,273
https://kurifturesorts.com/_nuxt/img/16.e0133a8.jpg,src/Data/resort.tsx,274
https://kurifturesorts.com/_nuxt/img/22.c9aa940.jpg,src/Data/resort.tsx,275
https://kurifturesorts.com/_nuxt/img/HairSalon1.4c3bc26.webp,src/Data/resort.tsx,281
https://kurifturesorts.com/_nuxt/img/suana.9596bdf.webp,src/Data/resort.tsx,286
https://kurifturesorts.com/_nuxt/img/21.6b04da9.jpg,src/Data/resort.tsx,291
https://example.com/images/kuriftu-water-park.jpg,src/Data/resort.tsx,299
https://example.com/images/kuriftu-water-park-1.jpg,src/Data/resort.tsx,305
https://example.com/images/kuriftu-water-park-2.jpg,src/Data/resort.tsx,306
https://kurifturesorts.com/_nuxt/img/4.61f4fcb.jpg,src/Data/resort.tsx,316
https://kurifturesorts.com/_nuxt/img/9.e53335f.jpg,src/Data/resort.tsx,316
https://kurifturesorts.com/_nuxt/img/barber.68d5290.webp,src/Data/resort.tsx,319
https://kurifturesorts.com/_nuxt/img/suana.9596bdf.webp,src/Data/resort.tsx,320
https://kurifturesorts.com/_nuxt/img/Facial.2854687.webp,src/Data/resort.tsx,321
https://kurifturesorts.com/_nuxt/img/HairSalon.e3a2306.webp,src/Data/resort.tsx,322
https://kurifturesorts.com/_nuxt/img/Wax.59c254e.webp,src/Data/resort.tsx,323
https://kurifturesorts.com/_nuxt/img/1.6aae899.jpg,src/Data/resort.tsx,324
https://kurifturesorts.com/_nuxt/img/3.58428a8.jpg,src/Data/resort.tsx,325
https://kurifturesorts.com/_nuxt/img/6.e70b338.jpg,src/Data/resort.tsx,326
https://kurifturesorts.com/_nuxt/img/12.fb4ab8d.jpg,src/Data/resort.tsx,327
https://kurifturesorts.com/_nuxt/img/11.5e9cf78.jpg,src/Data/resort.tsx,328
https://kurifturesorts.com/_nuxt/img/13.e4fe5a9.jpg,src/Data/resort.tsx,329
https://kurifturesorts.com/_nuxt/img/16.e0133a8.jpg,src/Data/resort.tsx,330
https://kurifturesorts.com/_nuxt/img/22.c9aa940.jpg,src/Data/resort.tsx,331
https://kurifturesorts.com/_nuxt/img/HairSalon1.4c3bc26.webp,src/Data/resort.tsx,337
https://kurifturesorts.com/_nuxt/img/suana.9596bdf.webp,src/Data/resort.tsx,342
https://kurifturesorts.com/_nuxt/img/21.6b04da9.jpg,src/Data/resort.tsx,347
https://example.com/images/kuriftu-lake-tana.jpg,src/Data/resort.tsx,355
https://example.com/images/kuriftu-lake-tana-1.jpg,src/Data/resort.tsx,361
https://example.com/images/kuriftu-lake-tana-2.jpg,src/Data/resort.tsx,362
/images/horizontalCarousel/1.webp,src/Data/horizontalCarousel.tsx,2
/images/horizontalCarousel/2.webp,src/Data/horizontalCarousel.tsx,3
/images/horizontalCarousel/3.webp,src/Data/horizontalCarousel.tsx,4
/images/horizontalCarousel/4.webp,src/Data/horizontalCarousel.tsx,5
/images/horizontalCarousel/5.webp,src/Data/horizontalCarousel.tsx,6
/images/horizontalCarousel/6.webp,src/Data/horizontalCarousel.tsx,7
/images/horizontalCarousel/7.webp,src/Data/horizontalCarousel.tsx,8
/images/experience/1.webp,src/Data/horizontalCarousel.tsx,12
/images/experience/2.webp,src/Data/horizontalCarousel.tsx,13
/images/experience/3.webp,src/Data/horizontalCarousel.tsx,14
/images/experience/4.webp,src/Data/horizontalCarousel.tsx,15
https://m.media-amazon.com/images/I/717KjgwGLXL._AC_SL1300_.jpg,src/Data/gallery_items.tsx,4
"https://m.media-amazon.com/images/I/61306vHf8+L._UF1000,1000_QL80_.jpg",src/Data/gallery_items.tsx,5
https://pisces.bbystatic.com/image2/BestBuy_US/images/products/1585/15859171_sa.jpg,src/Data/gallery_items.tsx,7
https://assets.classicfm.com/2021/50/tchaikovsky-1639562612-editorial-long-form-0.jpg,src/Data/gallery_items.tsx,8
https://i.ytimg.com/vi/4VZaHs_YCYk/hq720.jpg,src/Data/gallery_items.tsx,17
"https://m.media-amazon.com/images/I/81qaC0JI-+L._UF894,1000_QL80_.jpg",src/Data/gallery_items.tsx,18
https://www.pianorarescores.com/wp-content/uploads/2014/10/Aram-Khachaturian.jpg,src/Data/gallery_items.tsx,20
https://m.media-amazon.com/images/I/81aNPF8YXwL._SL1500_.jpg,src/Data/gallery_items.tsx,29
https://m.media-amazon.com/images/I/81xJdy0NcBL._SL1500_.jpg,src/Data/gallery_items.tsx,31
https://upload.wikimedia.org/wikipedia/commons/4/46/Adolphe-Adam-by-Nicolas-Eustache-Maurin.jpg,src/Data/gallery_items.tsx,32
https://m.media-amazon.com/images/I/91se4rNs9wL._SL1500_.jpg,src/Data/gallery_items.tsx,42
https://mf.b37mrtl.ru/rbthmedia/images/2020.09/original/5f4e649f15e9f932270ee462.jpg,src/Data/gallery_items.tsx,44
https://kuriftu-media-bucket.s3.us-east-1.amazonaws.com/object_media/resort/entoto/_DSC8315.jpg,src/Data/gallery_items.tsx,57
https://kuriftu-media-bucket.s3.us-east-1.amazonaws.com/object_media/resort/entoto/_DSC8532.jpg,src/Data/gallery_items.tsx,58
https://kurifturesorts.com/_nuxt/img/2.cba8b20.webp,src/Data/gallery_items.tsx,60
https://kuriftu-media-bucket.s3.us-east-1.amazonaws.com/object_media/resort/entoto/_DSC9173.jpg,src/Data/gallery_items.tsx,61
https://kuriftu-media-bucket.s3.us-east-1.amazonaws.com/object_media/resort/entoto/_DSC7949.jpg,src/Data/gallery_items.tsx,62
https://kuriftu-media-bucket.s3.us-east-1.amazonaws.com/object_media/resort/entoto/_DSC8105.jpg,src/Data/gallery_items.tsx,63
https://kuriftu-media-bucket.s3.us-east-1.amazonaws.com/object_media/resort/boston_day_spa/BOSTON%20DAY%20SPA%20_PIER%205%20STUDIOS_OCT-50.jpg,src/Data/gallery_items.tsx,72
https://kuriftu-media-bucket.s3.us-east-1.amazonaws.com/object_media/resort/boston_day_spa/BOSTON+DAY+SPA+_PIER+5+STUDIOS_OCT-76.jpg,src/Data/gallery_items.tsx,73
https://kuriftu-media-bucket.s3.us-east-1.amazonaws.com/object_media/resort/boston_day_spa/BOSTON+DAY+SPA+_PIER+5+STUDIOS_OCT-16.jpg,src/Data/gallery_items.tsx,74
https://kurifturesorts.com/_nuxt/img/LakeView.2b96574.webp,src/Data/gallery_items.tsx,75
https://kuriftu-media-bucket.s3.us-east-1.amazonaws.com/object_media/resort/boston_day_spa/BOSTON+DAY+SPA+_PIER+5+STUDIOS_OCT-79.jpg,src/Data/gallery_items.tsx,87
https://kuriftu-media-bucket.s3.us-east-1.amazonaws.com/object_media/resort/boston_day_spa/BOSTON+DAY+SPA+_PIER+5+STUDIOS_OCT-24.jpg,src/Data/gallery_items.tsx,88
https://kuriftu-media-bucket.s3.us-east-1.amazonaws.com/page_media/landing/BOSTON_DAY_SPA__PIER_5_STUDIOS_OCT-13.jpg,src/Data/gallery_items.tsx,89
https://kuriftu-media-bucket.s3.us-east-1.amazonaws.com/page_media/landing/IMG_9739.jpg,src/Data/gallery_items.tsx,90
https://kuriftu-media-bucket.s3.us-east-1.amazonaws.com/page_media/landing/IMG_9741.jpg,src/Data/gallery_items.tsx,91
https://kurifturesorts.com/images/rooms/deluxe_standard_king.jpg,src/Data/accommodations.tsx,15
https://kurifturesorts.com/images/rooms/village_deluxe_king.jpg,src/Data/accommodations.tsx,28
https://kurifturesorts.com/images/rooms/village_deluxe_twin.jpg,src/Data/accommodations.tsx,41
https://kurifturesorts.com/images/rooms/forest_view_king.jpg,src/Data/accommodations.tsx,56
https://kurifturesorts.com/images/rooms/forest_view_twin.jpg,src/Data/accommodations.tsx,69
https://kurifturesorts.com/images/awash/premium_suite.jpg,src/Data/accommodations.tsx,85
https://kurifturesorts.com/images/awash/junior_suite.jpg,src/Data/accommodations.tsx,110
https://kurifturesorts.com/images/awash/executive_suite.jpg,src/Data/accommodations.tsx,135
https://kurifturesorts.com/images/awash/presidential_suite.jpg,src/Data/accommodations.tsx,160
https://kurifturesorts.com/_nuxt/img/4.61f4fcb.jpg,src/Data/MockData.tsx,12
https://kurifturesorts.com/_nuxt/img/9.e53335f.jpg,src/Data/MockData.tsx,13
https://kurifturesorts.com/_nuxt/img/barber.68d5290.webp,src/Data/MockData.tsx,17
https://kurifturesorts.com/_nuxt/img/suana.9596bdf.webp,src/Data/MockData.tsx,18
https://kurifturesorts.com/_nuxt/img/Facial.2854687.webp,src/Data/MockData.tsx,19
https://kurifturesorts.com/_nuxt/img/HairSalon.e3a2306.webp,src/Data/MockData.tsx,20
https://kurifturesorts.com/_nuxt/img/Wax.59c254e.webp,src/Data/MockData.tsx,21
https://kurifturesorts.com/_nuxt/img/1.6aae899.jpg,src/Data/MockData.tsx,22
https://kurifturesorts.com/_nuxt/img/3.58428a8.jpg,src/Data/MockData.tsx,23
https://kurifturesorts.com/_nuxt/img/6.e70b338.jpg,src/Data/MockData.tsx,24
https://kurifturesorts.com/_nuxt/img/12.fb4ab8d.jpg,src/Data/MockData.tsx,25
https://kurifturesorts.com/_nuxt/img/11.5e9cf78.jpg,src/Data/MockData.tsx,26
https://kurifturesorts.com/_nuxt/img/13.e4fe5a9.jpg,src/Data/MockData.tsx,27
https://kurifturesorts.com/_nuxt/img/16.e0133a8.jpg,src/Data/MockData.tsx,28
https://kurifturesorts.com/_nuxt/img/22.c9aa940.jpg,src/Data/MockData.tsx,29
https://kurifturesorts.com/_nuxt/img/HairSalon1.4c3bc26.webp,src/Data/MockData.tsx,35
https://kurifturesorts.com/_nuxt/img/suana.9596bdf.webp,src/Data/MockData.tsx,40
https://kurifturesorts.com/_nuxt/img/21.6b04da9.jpg,src/Data/MockData.tsx,45
https://example.com/images/kuriftu-bishoftu.jpg,src/Data/MockData.tsx,53
https://example.com/images/kuriftu-bishoftu-1.jpg,src/Data/MockData.tsx,60
https://example.com/images/kuriftu-bishoftu-2.jpg,src/Data/MockData.tsx,61
/home/homeVideo.mov,src/Routes/landing.tsx,19
https://kurifturesorts.com/_nuxt/img/slide6.a9663c6.webp,src/pages/Resort/ResortHome.tsx,354
https://kurifturesorts.com/_nuxt/img/slide6.a9663c6.webp,src/pages/Resort/ResortHome.tsx,530
https://kurifturesorts.com/_nuxt/img/bis_king.f903f0a.jpg,src/pages/Booking/RoomListing.tsx,20
https://kurifturesorts.com/_nuxt/img/bis_king_vil.ab883eb.jpg,src/pages/Booking/RoomListing.tsx,21
https://kurifturesorts.com/_nuxt/img/bis_twins.9c2d1c7.jpg,src/pages/Booking/RoomListing.tsx,22
https://kurifturesorts.com/_nuxt/img/2.3cec2b4.webp,src/pages/Booking/RoomListing.tsx,25
https://kurifturesorts.com/_nuxt/img/Glamping.a03f5c8.webp,src/pages/Booking/RoomListing.tsx,26
https://kurifturesorts.com/_nuxt/img/bis_king_vil.ab883eb.jpg,src/pages/Booking/RoomListing.tsx,29
https://kurifturesorts.com/_nuxt/img/Glamping.a03f5c8.webp,src/pages/Booking/RoomListing.tsx,30
https://kurifturesorts.com/_nuxt/img/4.61f4fcb.jpg,src/Routes/Resort/ResortDetails.tsx,37
https://kurifturesorts.com/_nuxt/img/9.e53335f.jpg,src/Routes/Resort/ResortDetails.tsx,46
https://kurifturesorts.com/_nuxt/img/17.d92b745.jpg,src/Routes/Resort/ResortDetails.tsx,98
